project_id,project_name,chunk_id,text,flag_type,event,time_to_event,doc_date
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_87,"cladding up to 3.0 m above operating floor level and metal sheet cladding above this level has been considered. The roof of the TG bay would be insulated metal sheet. Building will have crane girder at a suitable elevation to support the E.O.T cranes. Intermediate floors are supported with internal columns around TG foundation. 37. The turbine-generator pedestal would be of reinforced concrete frame structure and would be isolated from the building foundations and super-structure. Steam-Generator Area and Mill Bay 5 X 800 MW (Nominal) 38. The mill bay would be located in between the TG building and the steam generators. The mill bay would be about 15m width and would have floors above the mills for the feeders and the trippers. Concrete paving would be provided in the steam generator and ESP area with necessary drains and trenches. Pipes and cables in this area would, in general, be routed on overhead pipe / cable racks. Stack 39. Two multiflue stacks (one with 3 flues and the second one with 2 flues, each flue of",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_88,"be provided in the steam generator and ESP area with necessary drains and trenches. Pipes and cables in this area would, in general, be routed on overhead pipe / cable racks. Stack 39. Two multiflue stacks (one with 3 flues and the second one with 2 flues, each flue of 7.5 m inside diameter) of 275 m height will be provided for 5 x 800 MW (Nominal) steam generator units. This will meet the requirement of Indian Emission Regulations Control Room 40. A common control room with unitized electronic cabinet rooms would be envisaged as required. Sea Water Intake 41. The Mundra UMPP is located in the vicinity of Gulf of Kutch. The area experiences scanty rainfall and arid conditions persist in the region. Considering non-availability of fresh water and availability of sea water in abundance, it is proposed to use sea water for condenser cooling system. Sea water of about 620,000 m3/hr would be drawn from the Gulf of Kutch through the Kotdi creek.. To draw the required flow, it would be necessary to",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_89,"non-availability of fresh water and availability of sea water in abundance, it is proposed to use sea water for condenser cooling system. Sea water of about 620,000 m3/hr would be drawn from the Gulf of Kutch through the Kotdi creek.. To draw the required flow, it would be necessary to have a channel with a base width of about 100m. In order to improve hydraulic conditions of the creek for drawing the flow, it is proposed to modify the creek, by widening and deepening suitably. The intake channel will 27 commence from a depth of 3m below Chart Datum or Lowest Tide Level. The length of the channel till the plant boundary would be about 6.5 km. The alignment of channels through creek (Ref. Fig. III.1a) is on tentative basis and will need to be finalized based on detailed bathymetric survey. On shore pump house located within the plant boundary will house the cooling water pumps (15 nos.). Analysis of sea water is given in Appendix-1. Sea Water Outfall 42. The hot water will be",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_90,"III.1a) is on tentative basis and will need to be finalized based on detailed bathymetric survey. On shore pump house located within the plant boundary will house the cooling water pumps (15 nos.). Analysis of sea water is given in Appendix-1. Sea Water Outfall 42. The hot water will be discharged back to the sea through a discharge channel through the Mudhwa creek. The base width of the discharge channel within plant area will be about 60m . For a length of about 1.9 km outside the plant boundary upto the Mudhwa Creek, the channel is proposed to be designed as a pre-cooling channel, to ensure that at the creek location the temperature of the hot water is not more than 7°C above the ambient water temperature. A base width of about 200m is expected for the pre cooling channel based on the first order design. An end weir will be provided at the creek to ensure proper mixing of hot water with receiving water body. A channel will be provided beyond the creek upto",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_91,"water temperature. A base width of about 200m is expected for the pre cooling channel based on the first order design. An end weir will be provided at the creek to ensure proper mixing of hot water with receiving water body. A channel will be provided beyond the creek upto an elevation of 1m below the lowest low tide level. The tentative location of discharge channel is indicated in Fig. III.1a. 43. The intake and discharge channels would be planned and designed based on the thermal dispersion study and hydraulic model study to be carried out by reputed agencies like the Central Water and Power Research Station (CWPRS). Rain Water Collection 44. It is planned to provide a properly designed rainwater harvesting scheme. In order to conserve the rain water and use the available rainwater, a rainwater pond is planned in the plant layout. The collected water would be treated and used in the plant mainly for spraying for coal stockyard and gardening. Ash Bund 45. The ash bund would be constructed in the land",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_92,"to conserve the rain water and use the available rainwater, a rainwater pond is planned in the plant layout. The collected water would be treated and used in the plant mainly for spraying for coal stockyard and gardening. Ash Bund 45. The ash bund would be constructed in the land area of 241 Ha with homogeneous earth fill consisting of impervious core in the middle and semi impervious core for the balance area of bund. Side slope of 2.5 horizontal to 1 vertical would be provided on outer side of the bund and side slope of 2 horizontal to 1 vertical would be provided on inside of the bund. The ash bund would be lined suitably to avoid seepage of ash water into the ground. The minimum height of the ash bund would be about 5 m and this would be raised gradually at 3 m per raise. The raising of ash bund would be done using pond ash and impervious core as hearting with earth cover on outer surfaces. Miscellaneous Buildings 46. Table- III.I",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_93,The minimum height of the ash bund would be about 5 m and this would be raised gradually at 3 m per raise. The raising of ash bund would be done using pond ash and impervious core as hearting with earth cover on outer surfaces. Miscellaneous Buildings 46. Table- III.I indicates list of major buildings / structures planned in the power plant. 28 Table – III.I Buildings / Structures 5 x 800 MW Units (Illustrative) Sl. Buildings / Structures Type of Construction no 1. Cooling water pump house (CW RC sump with steel superstructure with sheet Pump House) cladding with EOT crane 2. CW pumps MCC room Single storeyed RC framing with brick cladding 3 Desalinated water storage tank RC construction and filtered water storage tank 4. Filtered water pump house and Single storeyed RC framing with brick desalinated water pump house cladding with EOT crane with MCC rooms 5. Pre-treatment – clarification plant RC construction 6. Filtration plant with chemical RC framing with brick cladding with EOT house & MCC room crane 7 Desalination,Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_94,"tank 4. Filtered water pump house and Single storeyed RC framing with brick desalinated water pump house cladding with EOT crane with MCC rooms 5. Pre-treatment – clarification plant RC construction 6. Filtration plant with chemical RC framing with brick cladding with EOT house & MCC room crane 7 Desalination plant with associated Single storeyed RC framing with brick demineralizer plant and MCC cladding room 8. ESP control room Two storeyed steel / RC framing with brick cladding 9 Fuel oil dyke Open area 10. Fuel oil pump house Single storeyed, steel / RC framing with brick cladding 11. Coal handling switch gear & Single storeyed, steel / RC framing with brick control room cladding 12. Administration building RC framing with brick cladding 13. Canteen Single storeyed, RC framing with brick cladding 14. Ware houses Structural steel framing, metal cladding & roofing 15. Gate/security house Single storeyed, RC framing with brick cladding 16. Ash slurry pumps, compr. Single storeyed, steel / RC framing with brick +MCC+ control room cladding, with monorail 29 Sl. Buildings /",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_95,"Single storeyed, RC framing with brick cladding 14. Ware houses Structural steel framing, metal cladding & roofing 15. Gate/security house Single storeyed, RC framing with brick cladding 16. Ash slurry pumps, compr. Single storeyed, steel / RC framing with brick +MCC+ control room cladding, with monorail 29 Sl. Buildings / Structures Type of Construction no 17. Hydrogen plant Single storeyed, RC framing with brick cladding, monorail with 5 T lifting capacity 18. Diesel Generator house Single storeyed, RC framing with brick cladding, monorail with 5 T lifting capacity 19. Air washer block Single / two storeyed, steel framed building with brick cladding 20. Service building Two storeyed, steel framing with brick cladding 21. Workshop Single storeyed, steel framing with metal cladding with EOT Crane. 22. Fire station Single storeyed, RC framing with brick cladding 23. Switchyard control room Single storeyed, RC framing with brick cladding 24. Electro chlorination plant Single storeyed, RC framing with brick cladding Roads And Fences / Compound Wall 47. The roads would initially be of wet mud macadam type with shoulders",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_96,"Fire station Single storeyed, RC framing with brick cladding 23. Switchyard control room Single storeyed, RC framing with brick cladding 24. Electro chlorination plant Single storeyed, RC framing with brick cladding Roads And Fences / Compound Wall 47. The roads would initially be of wet mud macadam type with shoulders on either side of carriage width. After major construction activities are completed, these would be surfaced with bituminous carpet. The width of the double lane road would be 7.5 m excluding shoulders and the single lane road would be 4 m. Extra width would be provided on either side, for road side tree plantation, for all internal roads in the plant site. Storm water drains would be provided on either side of the roads. It is also considered to provide RCC roads around boilers and transformers. The proposed compound wall would be of concrete block masonry construction with barbed wire fixed to MS angles on the top. Drainage 48. Suitable storm water drainage system would be provided to dispose off storm water efficiently from the",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_97,"is also considered to provide RCC roads around boilers and transformers. The proposed compound wall would be of concrete block masonry construction with barbed wire fixed to MS angles on the top. Drainage 48. Suitable storm water drainage system would be provided to dispose off storm water efficiently from the plant site. The surface water run-off from the main plant area would be discharged into a nalla located on the eastern side of the plant boundary. The surface water run-off from the coal handling plant would be led to a sump for settling and the over flow would be discharged to guard pond located suitably within the plant boundary for treatment and recycling. 30 Sewage Disposal 49. Sewage from various group of buildings would be led to sewage treatment plant, by means of CI/SW/RCC pipes laid underground. Landscaping 50. The various services / utility areas within the plant would be suitably graded to different elevations. Natural features of the plant site would be retained as far as possible to integrate with the buildings to form",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_98,"led to sewage treatment plant, by means of CI/SW/RCC pipes laid underground. Landscaping 50. The various services / utility areas within the plant would be suitably graded to different elevations. Natural features of the plant site would be retained as far as possible to integrate with the buildings to form a harmonious / pleasant environment. Areas in front of various buildings and the entrance of power plant would be landscaped with ground cover, plants, trees based on factors like climate, adaptability, etc. The green belt would consist of native perennial green and fast growing trees. Trees would also be planted around the coal stockpile area and ash disposal area to minimize the dust pollution. Staff Housing 51. The staff housing colony will be located at a distance of within 5 to 10 km from the proposed power plant. Power plant staff are proposed to be accommodated in the colony. SALIENT FEATURES OF MAIN PLANT EQUIPMENT Steam Generator 52. The steam generator (SG) would be once through type. 53 The steam generators (SG) would be designed",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_99,"a distance of within 5 to 10 km from the proposed power plant. Power plant staff are proposed to be accommodated in the colony. SALIENT FEATURES OF MAIN PLANT EQUIPMENT Steam Generator 52. The steam generator (SG) would be once through type. 53 The steam generators (SG) would be designed for firing 100% imported coal. The SG would be of two pass design, radiant, single reheat, balanced draft and semi outdoor type. 54 The SGs would be dry bottom type. The water walls would be either of spiral wound plain tubes with vertical tubes over the spiral water walls or vertical with riffled tubes type. 55 The SGs would be of corner fired. The furnace would be appropriately sized to avoid slagging in the pedant / platen super heaters and reheaters and in the heat transfer surfaces in convection pass. 56 The coal burners would be of proven advanced design to reduce NO production and x the furnace would be provided with over fire air ports to further reduce the NO x production. 57. The",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_100,"/ platen super heaters and reheaters and in the heat transfer surfaces in convection pass. 56 The coal burners would be of proven advanced design to reduce NO production and x the furnace would be provided with over fire air ports to further reduce the NO x production. 57. The SGs would be provided with circulation system, comprising steam separators and circulation pumps to remove the water moisture from the evaporator outlet and recirculate into economizer inlet, for use during start up and shut down. 58. The steam generator would consist of water cooled furnace, radiant and convection super-heaters, re-heaters, economizer, regenerative air heaters, steam coil pre- heaters, etc. Smart soot blower system would be provided with soot blowers located at strategic locations. 59. The steam generator would be provided with five or six vertical spindle medium speed coal mills, which would be located in the boiler front, behind the turbine 31 generator building. The milling system would be so designed that one (1) mill will be spare with unit operating at MCR capacity firing",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_101,"steam generator would be provided with five or six vertical spindle medium speed coal mills, which would be located in the boiler front, behind the turbine 31 generator building. The milling system would be so designed that one (1) mill will be spare with unit operating at MCR capacity firing design coal. All the six (6) mills will be operated with worst coal. The coal mills would be provided with dynamic classifiers to control the fineness of ground coal thereby to control the unburnt carbon losses. 60. Sampling arrangement at mill outlet would be provided for the purpose of establishing the average gross calorific value of coal as well as coal fineness. The coal mills would be provided with steam blanketing system for the purpose of fire protection. The SG would be designed to handle and burn HFO as secondary fuel upto about 25 % MCR (maximum continuous rating) capacity of SG, for start-up and for flame stabilization during low-load operation or during mill change overs. For unit light up and warm up purposes, LDO",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_102,"of fire protection. The SG would be designed to handle and burn HFO as secondary fuel upto about 25 % MCR (maximum continuous rating) capacity of SG, for start-up and for flame stabilization during low-load operation or during mill change overs. For unit light up and warm up purposes, LDO would be used with air atomization. Alternatively, a suitably sized LDO fired auxiliary package boiler would be provided to supply the unit auxiliary steam including steam for heating up of HFO, in which case the main SGs will not be provided with LDO firing facilities. The fuel oil pressurizing units and fuel oil heating equipment would be appropriately provided along with High- energy electric arc igniters to ignite the fuel oil guns. 61. In order to increase the turbine cycle efficiency and to reduce the boiler feed pump power consumption, the SGs and steam turbine generators be capable of operating on sliding pressure mode. The load range for the sliding pressure operation would be from about 40% steam turbine generator maximum continuous rating (TGMCR) to",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_103,"to increase the turbine cycle efficiency and to reduce the boiler feed pump power consumption, the SGs and steam turbine generators be capable of operating on sliding pressure mode. The load range for the sliding pressure operation would be from about 40% steam turbine generator maximum continuous rating (TGMCR) to 100% TGMCR. 62. The draft plant would comprise primary air fans, forced draft fans, and induced draft fans. The draft fans would be provided with features to reduce power consumption during operation of the power plant. Electrostatic precipitator (ESP) and fly ash hoppers would be provided for the collection of fly ash. The ESP would be provided with micro-processor control system to optimize and minimize the electric power consumption. The ESP would be designed for worst coal firing with outlet dust concentration of 100 mg / Nm³ (Max.) as stipulated by state/central pollution control board to be achieved. Steam Turbine Generator And Accessories 63. The steam turbine generators (STG) would be rated for 800 MW (Nominal) maximum continuous output at the generator terminals, with throttle",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_104,"worst coal firing with outlet dust concentration of 100 mg / Nm³ (Max.) as stipulated by state/central pollution control board to be achieved. Steam Turbine Generator And Accessories 63. The steam turbine generators (STG) would be rated for 800 MW (Nominal) maximum continuous output at the generator terminals, with throttle steam conditions of 247.05 ata at 5650C / 5930C reheat , 0.082 ata condenser back pressure and 0% make up(Heat balance as per Figure-III.2b). The STG output, at valve wide-open (VWO) condition would be about 854.9 MW. 64. The steam turbine would be a four cylinder reheat, extraction and condensing turbine. 65. The turbine generator would be complete with all accessories such as protection system, lube and control oil systems, seal oil system, jacking oil system, seal steam system, turbine drain system, 60% TGMCR HP /LP bypass system, electro-hydraulic control system, automatic turbine run-up system, on-line automatic turbine test system and turbine supervisory instrumentation. 66. The turbine generator would also have all necessary indicating and control devices to permit the unit to be placed on",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_105,"system, seal steam system, turbine drain system, 60% TGMCR HP /LP bypass system, electro-hydraulic control system, automatic turbine run-up system, on-line automatic turbine test system and turbine supervisory instrumentation. 66. The turbine generator would also have all necessary indicating and control devices to permit the unit to be placed on turning gear, rolled, accelerated and synchronized automatically from the control room. Other accessories of the turbine generator would include an oil purification unit with transfer pumps, and clean and dirty oil storage tanks of adequate capacity. 32 Figure III.2b Heat Balance Diagram for Proposed UMPP 33 Plant Cycle 67. The condensing plant would comprise two condensers, one each for the two LP turbines. Each condenser would be of two pass design of single shell construction. The condenser would be suitable for use of sea water for condenser cooling. The condenser would have titanium tubes rolled into titanium clad carbon steel sheets. 2 x 100% capacity vacuum pumps would be provided to create vacuum in the condenser during start-up and to remove the non-condensable gases liberated",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_106,"The condenser would be suitable for use of sea water for condenser cooling. The condenser would have titanium tubes rolled into titanium clad carbon steel sheets. 2 x 100% capacity vacuum pumps would be provided to create vacuum in the condenser during start-up and to remove the non-condensable gases liberated during normal operation. 68. The regenerative cycle would consists of four low-pressure heaters, a variable pressure deaerator, two streams of three high pressure heaters and one gland steam condenser. 69. Under normal operating conditions, drains from the high-pressure heater would be cascaded to the next lower pressure heater and finally to the deaerator. Drains from low pressure heaters would be cascaded successively to the next lower pressure heater and finally to the condenser hot well. The exact routing of the drains in low pressure heater system i.e, ultimate draining to condenser or to pumped forward to condensate line would be decided during the optimization of number of heaters. Heaters would be provided with drain level controls to maintain the drain level automatically throughout the range",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_107,"The exact routing of the drains in low pressure heater system i.e, ultimate draining to condenser or to pumped forward to condensate line would be decided during the optimization of number of heaters. Heaters would be provided with drain level controls to maintain the drain level automatically throughout the range of operation of the heaters. The system would consist of split-range control valves to take the drain to a lower pressure heater or to the condenser through a flash box. 70. The TG unit would be provided with a TGMCR HP-LP bypass system: (a) To prevent a steam-generator trip in the event of a full export load throw-off and to maintain the unit in operation at house load. (b) To prevent a steam-generator trip following a turbine trip and enable quick restart of the turbine generator set. (c) To minimize warm restart duration of the unit after a trip. (d) To conserve condensate during start-up. (e) To facilitate quick load changes in both directions without affecting the steam generator operation during start-ups. Feed Cycle Equipment",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_108,"a turbine trip and enable quick restart of the turbine generator set. (c) To minimize warm restart duration of the unit after a trip. (d) To conserve condensate during start-up. (e) To facilitate quick load changes in both directions without affecting the steam generator operation during start-ups. Feed Cycle Equipment Condensate Pumps 71. The condensate from the condensate hot well would be pumped by 2 x 100% capacity condensate pumps, one working and one standby to the de-aerator, through the gland steam condenser, drain cooler and low pressure heaters. The pumps would be vertical, cannister type, and multistage centrifugal pumps driven by AC motors. Boiler Feed Pumps 72. Feed water would be pumped from the deaerator to the steam generator through the high pressure heaters by means of 2 x 50% capacity motor driven boiler feed pumps provided with variable speed hydraulic coupling. The boiler feed pumps would be horizontal, multistage, centrifugal pumps of barrel type. 34 Low Pressure Heaters 73. The low pressure heaters would be of shell and tube type with U-shaped stainless",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_109,"by means of 2 x 50% capacity motor driven boiler feed pumps provided with variable speed hydraulic coupling. The boiler feed pumps would be horizontal, multistage, centrifugal pumps of barrel type. 34 Low Pressure Heaters 73. The low pressure heaters would be of shell and tube type with U-shaped stainless steel tubes, with their ends rolled in carbon steel tube sheets. Deaerator 74. The deaerating feed water heater would be a direct contact, variable pressure type heater with spray-tray type or spray type of deaeration arrangement. The feed water storage tank would have a storage capacity adequate to feed the steam generator for 6 minutes when operating at MCR conditions. High Pressure Heaters 75. The high pressure heaters would be of shell and tube type with stainless steel U-tubes welded into carbon steel tube sheets. The HP heaters would be provided with a de- superheating zone and a drain cooling zone in addition to the condensing zone. Gland Steam Condenser 76. A surface type gland steam condenser would be used to condense the gland steam",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_110,"with stainless steel U-tubes welded into carbon steel tube sheets. The HP heaters would be provided with a de- superheating zone and a drain cooling zone in addition to the condensing zone. Gland Steam Condenser 76. A surface type gland steam condenser would be used to condense the gland steam exhausted from the turbine glands. The gland steam condenser would be of single-pass type with the main condensate flowing through the tubes to condense the steam. Exhausters would be provided to evacuate the air from the shell side and maintain the shell at the required negative pressure. Turbine Lube Oil and Control Fluid System 77. A complete lubricating oil system would be provided for the steam turbine generator unit. The control fluid system may be fully separated from the lubricating oil system or integrated with the lube oil system as per the turbine manufacturer’s standard. The lube oil system would comprise lube oil pumps, main oil tank, lube oil coolers, lube oil filters, piping, valves, fittings etc. The control fluid system would have its own",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_111,"fully separated from the lubricating oil system or integrated with the lube oil system as per the turbine manufacturer’s standard. The lube oil system would comprise lube oil pumps, main oil tank, lube oil coolers, lube oil filters, piping, valves, fittings etc. The control fluid system would have its own pumps, motors, coolers, strainers, piping, valves and fittings. Turbine Lube Oil Purification System 78. The quality control of lubricating oil is important for maintenance management of a turbine,.Hence removal and separation of the solid and water which are mixed into the oil are necessary. For the lube oil purification purpose it is proposed to provide filter type (coalescer) oil purifier. Condensate Polishing Unit 79. In order to maintain high purity of the feed water condensate polishing unit is envisaged in the condensate system. Fuel Oil System 80. The steam generators would be designed for the use of heavy fuel oil (HFO) for start up and flame stabilization purposes. 81. The steam generators would be provided with a light oil (LDO) system for initial light up",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_112,"polishing unit is envisaged in the condensate system. Fuel Oil System 80. The steam generators would be designed for the use of heavy fuel oil (HFO) for start up and flame stabilization purposes. 81. The steam generators would be provided with a light oil (LDO) system for initial light up and warming up of the steam generators. In addition, one common auxiliary package boiler with LDO as the fuel is also being tentatively planned. The steam from this boiler 35 would cater to the auxiliary steam during start-up and also would heat up the HFO, which in turn would be used for steam generator light up and warming up purpose. 82. Necessary facilities for fuel oil receipt, storage and forwarding to steam generators would be provided in the premises of power plant. Chemical Dosing System 83. Ammonia dosing system would be provided to ensure chemical conditioning of the condensate / feed water for controlling the alkanity. The ammonia solution would be injected into the condensate at the condensate extraction pumps discharge. 84. The low-pressure ammonia",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_113,"provided in the premises of power plant. Chemical Dosing System 83. Ammonia dosing system would be provided to ensure chemical conditioning of the condensate / feed water for controlling the alkanity. The ammonia solution would be injected into the condensate at the condensate extraction pumps discharge. 84. The low-pressure ammonia dosing system would comprise solution preparation-cum- metering tanks with motorised agitators, two positive displacement type dosing pumps, piping, valves, instruments and local control panel. Each dosing pump would be sized to cater to the 100% dosing requirements of each of the 800 MW (Nominal) units. Oxygen dosing will also be provided. 36 CHAPTER – IV BASELINE ENVIRONMENTAL CONDITION 1. In order to predict anticipated impacts due to any project, it is necessary to obtain baseline information of the environment, as it exists, which would serve as a datum. The interaction of baseline environment and the anticipated impacts are the basis for the environmental management plan for the activities of the proposed power plant. 2. Major activity for the proposed ultra mega power plant includes construction",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_114,"information of the environment, as it exists, which would serve as a datum. The interaction of baseline environment and the anticipated impacts are the basis for the environmental management plan for the activities of the proposed power plant. 2. Major activity for the proposed ultra mega power plant includes construction of foundations for steam turbines, storage areas, switchyards and other auxiliary structures for the establishment of proposed power project. This chapter includes existing scenario for various environmental components of the study area. BASELINE DATA 3. The baseline status of environmental quality in the vicinity of project expansion site serves as a basis for identification and prediction of impact. The baseline environmental quality status is assessed through field studies within the study area for various components of environment, viz, air, noise, water, land, biological and socio-economic. The baseline environmental quality of the study area of 10 km radius from the proposed project has been identified through network method. Also 25 km radius around the project site has been covered for general area of study. The cause",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_115,"of environment, viz, air, noise, water, land, biological and socio-economic. The baseline environmental quality of the study area of 10 km radius from the proposed project has been identified through network method. Also 25 km radius around the project site has been covered for general area of study. The cause -condition - effects are devised for the individual environmental components as well as overall impact. 4. Baseline data collection for each of the environmental components is based on the location of proposed project and anticipated distance of the significant impact. The study area is defined for each of the environmental components independently taking into consideration the vulnerability of the environmental component with respect to the activity of proposed expansion. METHODOLOGY 5. A general reconnaissance survey of the study area was done before the selection of sites for environmental monitoring. The area covered took into consideration was the accessibility to the sampling sites, topography of the area, major habitation and location of sensitive areas. Some of the recently generated data from secondary sources were also collected",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_116,"of the study area was done before the selection of sites for environmental monitoring. The area covered took into consideration was the accessibility to the sampling sites, topography of the area, major habitation and location of sensitive areas. Some of the recently generated data from secondary sources were also collected and used as baseline information. PROJECT SITE 6. PFC has identified a potential site for development of proposed coastal power project of 4,000 MW (Nominal) located at Mundra taluka, Kutch district, in Gujarat state. Alternative sites near Kandla Port was also selected but not considered because of a) Non-availability of the sufficient draft for handling 12 MT/annum of coal, b) inadequate coal handling facility and c) unsuitable land consists of salt pans and owned by private people. 7. CGPL intend to install a 4000 MW (Nominal) coal fired thermal power station at site in coastal area at Tundawand village to take advantage of available 37 habitated land, sea water, proximity to Mundra port (approximately 22 km) and other infrastructure required for the same. The layout",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_117,"private people. 7. CGPL intend to install a 4000 MW (Nominal) coal fired thermal power station at site in coastal area at Tundawand village to take advantage of available 37 habitated land, sea water, proximity to Mundra port (approximately 22 km) and other infrastructure required for the same. The layout map of the proposed power plant is presented in Figure III.1 in Chapter-III. 8. The site is located near Tundawand village at Mundra taluka, Kutch district of Gujarat Coastal area. The proposed project site is located at 22 km from Mundra port. The site is well connected with state Highway no. SH-50 (via Anjar) and SH-6 (via Gandhidham) and would be near to NH-8A (Delhi-Kandla). 9. The nearest railway station is Adipur and is 57 km away from the site. The railway station is well connected to multi-terminal Mundra port through broad gauge railway system owned by M/s. Adani Group. The nearest airport is Bhuj which is about 60 km from site. The site is about 2.5 km from the sea (Gulf of Kutch). The",Flag 1,1,96.4,
IFC_25797_TataUltraMega_EIA.pdf,IFC_25797_TataUltraMega_EIA,IFC_25797_TataUltraMega_EIA_chunk_118,km away from the site. The railway station is well connected to multi-terminal Mundra port through broad gauge railway system owned by M/s. Adani Group. The nearest airport is Bhuj which is about 60 km from site. The site is about 2.5 km from the sea (Gulf of Kutch). The latitude and longitude of north-west corners are 220 49’ 48” N and 690 30’ 58” E respectively. The location of proposed site is shown in Figure II.1 in Chapter-II. 10. The seawater from Gulf of Kutch is the major source of water for the proposed power plant as there are no sources of sweet water. The location for intake water is identified at about 6.5 km from the plant site. 11. The 4000MW (Nominal) power plant is proposed to be located in a site near Tundawand village. The plant would be located considering CRZ regulations. The boundary of the main power plant is more than 500 m away from the High Tide Line (HTL). A satellite map indicating HTL and LTL is attached as Appendix-2.,Flag 1,1,96.4,
